Run,alias,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,description,ena_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Title
ERR1136458,I1303,OTHER,GCF_000001405.25,66,102874216,PRJEB11450,SAMEA3663923,30399347,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,s3,ncbi,ena","gs.US,s3.us-east-1,ena,ncbi.public",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215324,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1303_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663923,ERS971072,ERS971072,ERP012840,Ancient European
ERR1136459,I1314,OTHER,GCF_000001405.25,46,50663815,PRJEB11450,SAMEA3663924,14831264,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,ncbi,gs","ena,s3.us-east-1,gs.US,ncbi.public",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215325,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1314_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663924,ERS971073,ERS971073,ERP012840,Ancient European
ERR1136460,I1495,OTHER,GCF_000001405.25,62,794946683,PRJEB11450,SAMEA3663945,197194964,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,ncbi,s3,gs","ena,s3.us-east-1,gs.US,ncbi.public",Hungary_EN,ERC000011,2015-11-25,2018-11-16,ERX1215326,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:54Z,public,NextSeq 500,I1495_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663945,ERS971094,ERS971094,ERP012840,Ancient European
ERR1136461,I1496,OTHER,GCF_000001405.25,60,844018269,PRJEB11450,SAMEA3663947,213119609,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,s3,ncbi,ena","s3.us-east-1,ncbi.public,gs.US,ena",Hungary_EN,ERC000011,2015-11-25,2018-11-16,ERX1215327,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:54Z,public,NextSeq 500,I1496_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663947,ERS971096,ERS971096,ERP012840,Ancient European
ERR1136462,I1497,OTHER,GCF_000001405.25,58,695071246,PRJEB11450,SAMEA3663954,169239094,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,s3,ncbi,ena","s3.us-east-1,ena,gs.US,ncbi.public",Central_MN,ERC000011,2015-11-25,2018-11-16,ERX1215328,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:55Z,public,NextSeq 500,I1497_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663954,ERS971103,ERS971103,ERP012840,Ancient European
ERR1136463,I1498,OTHER,GCF_000001405.25,59,759819124,PRJEB11450,SAMEA3663955,187888385,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",Hungary_EN,ERC000011,2015-11-25,2018-11-16,ERX1215329,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:55Z,public,NextSeq 500,I1498_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663955,ERS971104,ERS971104,ERP012840,Ancient European
ERR1136464,I1499,OTHER,GCF_000001405.25,56,588235551,PRJEB11450,SAMEA3663956,140220754,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,gs,ena,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",Hungary_EN,ERC000011,2015-11-25,2018-11-16,ERX1215330,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:55Z,public,NextSeq 500,I1499_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663956,ERS971105,ERS971105,ERP012840,Ancient European
ERR1136465,I1500,OTHER,GCF_000001405.25,56,734644958,PRJEB11450,SAMEA3663957,176872527,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,ena,s3,gs","ena,ncbi.public,s3.us-east-1,gs.US",Hungary_EN,ERC000011,2015-11-25,2018-11-16,ERX1215331,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:55Z,public,NextSeq 500,I1500_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663957,ERS971106,ERS971106,ERP012840,Ancient European
ERR1136466,I1502,OTHER,GCF_000001405.25,60,757035581,PRJEB11450,SAMEA3663958,187922079,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,ena,s3,gs","ncbi.public,gs.US,s3.us-east-1,ena",Hungary_BA,ERC000011,2015-11-25,2018-11-16,ERX1215332,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:55Z,public,NextSeq 500,I1502_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663958,ERS971107,ERS971107,ERP012840,Ancient European
ERR1136467,I1504,OTHER,GCF_000001405.25,62,263932724,PRJEB11450,SAMEA3663959,64408616,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,s3,ena,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",Hungary_BA,ERC000011,2015-11-25,2018-11-16,ERX1215333,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:55Z,public,NextSeq 500,I1504_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663959,ERS971108,ERS971108,ERP012840,Ancient European
ERR1136468,I1505,OTHER,GCF_000001405.25,54,562493932,PRJEB11450,SAMEA3663960,130655191,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,s3,gs,ena","ncbi.public,s3.us-east-1,ena,gs.US",Hungary_EN,ERC000011,2015-11-25,2018-11-16,ERX1215334,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:55Z,public,NextSeq 500,I1505_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663960,ERS971109,ERS971109,ERP012840,Ancient European
ERR1136469,I1506,OTHER,GCF_000001405.25,59,345577594,PRJEB11450,SAMEA3663961,82803549,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,ena,gs,s3","s3.us-east-1,ena,ncbi.public,gs.US",Hungary_EN,ERC000011,2015-11-25,2018-11-16,ERX1215335,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:55Z,public,NextSeq 500,I1506_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663961,ERS971110,ERS971110,ERP012840,Ancient European
ERR1136470,I1507,OTHER,GCF_000001405.25,62,793587600,PRJEB11450,SAMEA3663962,199950990,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,s3,gs,ena","ena,ncbi.public,s3.us-east-1,gs.US",WHG,ERC000011,2015-11-25,2018-11-16,ERX1215336,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:55Z,public,NextSeq 500,I1507_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663962,ERS971111,ERS971111,ERP012840,Ancient European
ERR1136471,I1508,OTHER,GCF_000001405.25,48,298557709,PRJEB11450,SAMEA3663963,69628732,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,s3,gs,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",Hungary_EN,ERC000011,2015-11-25,2018-11-16,ERX1215337,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1508_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663963,ERS971112,ERS971112,ERP012840,Ancient European
ERR1136472,I1530,OTHER,GCF_000001405.25,77,4846065,PRJEB11450,SAMEA3663964,2300726,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ncbi,ena,gs","ena,gs.US,ncbi.public,s3.us-east-1",Bell_Beaker_LN_1d_rel_I0111,ERC000011,2015-11-25,2018-11-16,ERX1215338,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1530_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663964,ERS971113,ERS971113,ERP012840,Ancient European
ERR1136473,I1532,OTHER,GCF_000001405.25,67,131187958,PRJEB11450,SAMEA3663965,37123224,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ncbi,ena,s3","ena,s3.us-east-1,gs.US,ncbi.public",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215339,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1532_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663965,ERS971114,ERS971114,ERP012840,Ancient European
ERR1136474,I1534,OTHER,GCF_000001405.25,59,26676312,PRJEB11450,SAMEA3663966,9342549,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ncbi,s3,ena","gs.US,ncbi.public,ena,s3.us-east-1",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215340,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1534_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663966,ERS971115,ERS971115,ERP012840,Ancient European
ERR1136475,I1536,OTHER,GCF_000001405.25,73,18493117,PRJEB11450,SAMEA3663967,6825605,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,s3,gs,ena","ena,gs.US,s3.us-east-1,ncbi.public",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215341,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1536_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663967,ERS971116,ERS971116,ERP012840,Ancient European
ERR1136476,I1538,OTHER,GCF_000001405.25,71,25891699,PRJEB11450,SAMEA3663968,9605340,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,ena,s3,gs","gs.US,ncbi.public,ena,s3.us-east-1",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215342,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1538_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663968,ERS971117,ERS971117,ERP012840,Ancient European
ERR1136477,I1539,OTHER,GCF_000001405.25,75,26013081,PRJEB11450,SAMEA3663969,9273180,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ena,s3,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215343,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1539_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663969,ERS971118,ERS971118,ERP012840,Ancient European
ERR1136478,I1540,OTHER,GCF_000001405.25,77,60106544,PRJEB11450,SAMEA3663970,18753944,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215344,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1540_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663970,ERS971119,ERS971119,ERP012840,Ancient European
ERR1136479,I1541,OTHER,GCF_000001405.25,57,61582772,PRJEB11450,SAMEA3663971,18641251,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,gs,ncbi,s3","s3.us-east-1,ncbi.public,ena,gs.US",Central_LNBA_1d_rel_I1538+I1540,ERC000011,2015-11-25,2018-11-16,ERX1215345,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1541_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663971,ERS971120,ERS971120,ERP012840,Ancient European
ERR1136480,I1542,OTHER,GCF_000001405.25,70,14559737,PRJEB11450,SAMEA3663972,5739126,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,gs,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215346,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1542_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663972,ERS971121,ERS971121,ERP012840,Ancient European
ERR1136481,I1544,OTHER,GCF_000001405.25,66,18669664,PRJEB11450,SAMEA3663973,7430045,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,ena",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215347,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1544_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663973,ERS971122,ERS971122,ERP012840,Ancient European
ERR1136482,I1546,OTHER,GCF_000001405.25,71,29898590,PRJEB11450,SAMEA3663974,10507223,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",Bell_Beaker_LN,ERC000011,2015-11-25,2018-11-16,ERX1215348,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1546_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663974,ERS971123,ERS971123,ERP012840,Ancient European
ERR1136483,I1549,OTHER,GCF_000001405.25,66,466457796,PRJEB11450,SAMEA3663975,123359553,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,ncbi,s3","ena,s3.us-east-1,gs.US,ncbi.public",Bell_Beaker_LN,ERC000011,2015-11-25,2018-11-16,ERX1215349,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1549_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663975,ERS971124,ERS971124,ERP012840,Ancient European
ERR1136484,I1550,OTHER,GCF_000001405.25,63,170427625,PRJEB11450,SAMEA3663976,48193687,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,ena,s3","s3.us-east-1,gs.US,ncbi.public,ena",LBK_EN,ERC000011,2015-11-25,2018-11-16,ERX1215350,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1550_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663976,ERS971125,ERS971125,ERP012840,Ancient European
ERR1136485,I1579,OTHER,GCF_000001405.25,48,629188546,PRJEB11450,SAMEA3663977,150779481,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ncbi,ena,s3","ena,s3.us-east-1,gs.US,ncbi.public",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215351,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1579_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663977,ERS971126,ERS971126,ERP012840,Ancient European
ERR1136486,I1580,OTHER,GCF_000001405.25,47,1209728537,PRJEB11450,SAMEA3663978,292897538,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215352,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I1580_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663978,ERS971127,ERS971127,ERP012840,Ancient European
ERR1136487,I1581,OTHER,GCF_000001405.25,45,767345734,PRJEB11450,SAMEA3663979,188141265,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,gs,ncbi,ena","ena,s3.us-east-1,gs.US,ncbi.public",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215353,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I1581_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663979,ERS971128,ERS971128,ERP012840,Ancient European
ERR1136488,I1583,OTHER,GCF_000001405.25,51,2037702464,PRJEB11450,SAMEA3663980,495729199,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,s3,ena,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215354,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I1583_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663980,ERS971129,ERS971129,ERP012840,Ancient European
ERR1136489,I1585,OTHER,GCF_000001405.25,51,782829872,PRJEB11450,SAMEA3663981,189335584,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ena,ncbi,s3","s3.us-east-1,gs.US,ena,ncbi.public",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215355,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I1585_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663981,ERS971130,ERS971130,ERP012840,Ancient European
ERR1136490,I0707,OTHER,GCF_000001405.25,58,18301366,PRJEB11450,SAMEA3663880,3263561,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,ena,gs,s3","ena,s3.us-east-1,ncbi.public,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215356,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0707_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663880,ERS971029,ERS971029,ERP012840,Ancient European
ERR1136491,I0708,OTHER,GCF_000001405.25,50,12955908,PRJEB11450,SAMEA3663881,2067110,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,ncbi,gs","ncbi.public,gs.US,ena,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215357,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0708_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663881,ERS971030,ERS971030,ERP012840,Ancient European
ERR1136492,I0709,OTHER,GCF_000001405.25,58,18784346,PRJEB11450,SAMEA3663882,3275097,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ena,s3,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215358,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0709_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663882,ERS971031,ERS971031,ERP012840,Ancient European
ERR1136493,I0723,OTHER,GCF_000001405.25,50,4263320,PRJEB11450,SAMEA3663883,757884,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ena,s3,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215359,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0723_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663883,ERS971032,ERS971032,ERP012840,Ancient European
ERR1136494,I0724,OTHER,GCF_000001405.25,53,7006276,PRJEB11450,SAMEA3663884,1205073,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,ena,s3","s3.us-east-1,ena,ncbi.public,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215360,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0724_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663884,ERS971033,ERS971033,ERP012840,Ancient European
ERR1136495,I0726,OTHER,GCF_000001405.25,45,1048169,PRJEB11450,SAMEA3663886,329541,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,s3,ncbi,gs","ena,s3.us-east-1,gs.US,ncbi.public",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215361,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0726_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663886,ERS971035,ERS971035,ERP012840,Ancient European
ERR1136496,I0727,OTHER,GCF_000001405.25,44,705385,PRJEB11450,SAMEA3663887,281579,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,s3,ncbi,ena","ncbi.public,ena,s3.us-east-1,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215362,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0727_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663887,ERS971036,ERS971036,ERP012840,Ancient European
ERR1136497,I0736,OTHER,GCF_000001405.25,57,13088460,PRJEB11450,SAMEA3663889,2281764,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,s3,ena,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215363,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0736_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663889,ERS971038,ERS971038,ERP012840,Ancient European
ERR1136498,I0744,OTHER,GCF_000001405.25,51,9580211,PRJEB11450,SAMEA3663891,1574733,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,ncbi,s3,gs","ncbi.public,ena,s3.us-east-1,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215364,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0744_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663891,ERS971040,ERS971040,ERP012840,Ancient European
ERR1136499,I0745,OTHER,GCF_000001405.25,55,10956712,PRJEB11450,SAMEA3663895,2102027,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,gs,ena,s3","ncbi.public,ena,s3.us-east-1,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215365,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0745_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663895,ERS971044,ERS971044,ERP012840,Ancient European
ERR1136500,I0746,OTHER,GCF_000001405.25,59,18757388,PRJEB11450,SAMEA3663898,3330502,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,ncbi,s3,gs","ena,ncbi.public,gs.US,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215366,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:51Z,public,NextSeq 500,I0746_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663898,ERS971047,ERS971047,ERP012840,Ancient European
ERR1136501,I1096,OTHER,GCF_000001405.25,48,13149817,PRJEB11450,SAMEA3663904,3636156,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,s3,ena,gs","gs.US,ncbi.public,ena,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215367,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1096_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663904,ERS971053,ERS971053,ERP012840,Ancient European
